gender,event,medal,athlete,abb,country,type,year
Men,Teams 3,Gold,EVANS Phillip,GBR,Great Britain,Table Tennis,1992
Men,Teams 3,Gold,RAWSON James,GBR,Great Britain,Table Tennis,1992
Men,Teams 3,Gold,ROBINSON Neil,GBR,Great Britain,Table Tennis,1992
Men,Teams 3,Silver,DORR Werner,GER,Germany,Table Tennis,1992
Men,Teams 3,Silver,KOLB Rainer,GER,Germany,Table Tennis,1992
Men,Teams 3,Bronze,HATTON Daniel,FRA,France,Table Tennis,1992
Men,Teams 3,Bronze,PEETERS Michel,FRA,France,Table Tennis,1992
Men,Teams 3,Bronze,Korea,FRA,France,Table Tennis,1992
Men,Teams 4,Silver,GUSTAVSSON Jan-Krister,SWE,Sweden,Table Tennis,1992
Men,Teams 4,Silver,JOHANSSON Joergen,SWE,Sweden,Table Tennis,1992
Men,Teams 4,Bronze,ALTENBURG Gunter,GER,Germany,Table Tennis,1992
Men,Teams 4,Bronze,HUHN Winfried,GER,Germany,Table Tennis,1992
Men,Teams 4,Bronze,Belgium,GER,Germany,Table Tennis,1992
Men,Teams 5,Gold,KREIDEL Thomas,GER,Germany,Table Tennis,1992
Men,Teams 5,Gold,WEBER Karl-Heinz,GER,Germany,Table Tennis,1992
Men,Teams 6,Silver,SCHMIDT Rainer,GER,Germany,Table Tennis,1992
Men,Teams 6,Silver,STELZNER Winfried,GER,Germany,Table Tennis,1992
Men,Teams 6,Bronze,KARLSSON Mattias,SWE,Sweden,Table Tennis,1992
Men,Teams 6,Bronze,STROMSTEDT Peter,SWE,Sweden,Table Tennis,1992
Men,Teams 8,Silver,HUGLOW Peter,SWE,Sweden,Table Tennis,1992
Men,Teams 8,Silver,LARSSON Thomas,SWE,Sweden,Table Tennis,1992
Men,Teams 8,Silver,VESTLING Mikael,SWE,Sweden,Table Tennis,1992
Men,Teams 8,Bronze,HOPE David,GBR,Great Britain,Table Tennis,1992
Men,Teams 8,Bronze,YOUNG David,GBR,Great Britain,Table Tennis,1992
Men,Teams 8,Bronze,Germany,GBR,Great Britain,Table Tennis,1992
Men,Teams 9,Bronze,GAROFALO Thierry,FRA,France,Table Tennis,1992
Men,Teams 9,Bronze,PICHON Alain,FRA,France,Table Tennis,1992
Men,Teams 9,Bronze,Germany,FRA,France,Table Tennis,1992
Men,Teams 10,Gold,GERKE Michael,GER,Germany,Table Tennis,1992
Men,Teams 10,Gold,VAHLE Marcus,GER,Germany,Table Tennis,1992
Men,Teams 10,Gold,WINDECKER C.,GER,Germany,Table Tennis,1992
Men,Teams 10,Silver,CHEDEAU Claude,FRA,France,Table Tennis,1992
Men,Teams 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1992
Men,Teams 10,Silver,ROINE Philippe,FRA,France,Table Tennis,1992
Women,Teams 3,Gold,BARTHEIDEL Monika,GER,Germany,Table Tennis,1992
Women,Teams 3,Gold,LAMSBACH Ruth,GER,Germany,Table Tennis,1992
Women,Teams 5,Silver,POHLE Gisela,GER,Germany,Table Tennis,1992
Women,Teams 5,Silver,ROOSEN Gisela,GER,Germany,Table Tennis,1992
Women,Teams 5,Silver,SIKORA Monika,GER,Germany,Table Tennis,1992
Women,Teams 5,Silver,WENINGER Christiane,GER,Germany,Table Tennis,1992
Women,Teams 10,Gold,YANG Yi,CHN,China,Table Tennis,1992
Women,Teams 10,Gold,ZHANG Xiao,CHN,China,Table Tennis,1992
Women,Teams 10,Silver,DARVAND Bernadette,FRA,France,Table Tennis,1992
Women,Teams 10,Silver,ODEIDE Claire,FRA,France,Table Tennis,1992
Women,Teams 10,Silver,SEVIN Michelle,FRA,France,Table Tennis,1992
Women,Teams 10,Silver,THIERRY Martine,FRA,France,Table Tennis,1992
Women,Teams 10,Bronze,HENDRIKS Diane,NED,Netherlands,Table Tennis,1992
Women,Teams 10,Bronze,HOEK-HEPPENHUIS I.,NED,Netherlands,Table Tennis,1992
Women,Teams 10,Bronze,MEEUS Patrizia,NED,Netherlands,Table Tennis,1992
Women,Teams 10,Bronze,Germany,NED,Netherlands,Table Tennis,1992
Men,Singles 2,Silver,BOURY Vincent,FRA,France,Table Tennis,1996
Men,Singles 3,Silver,ROBINSON Neil,GBR,Great Britain,Table Tennis,1996
Men,Singles 3,Bronze,RAWSON James,GBR,Great Britain,Table Tennis,1996
Men,Singles 4,Gold,BENEDETTI Bruno,FRA,France,Table Tennis,1996
Men,Singles 4,Bronze,KREIDEL Thomas,GER,Germany,Table Tennis,1996
Men,Singles 5,Gold,TISSERANT Guy,FRA,France,Table Tennis,1996
Men,Singles 5,Bronze,BOLLDEN Ernst,SWE,Sweden,Table Tennis,1996
Men,Singles 6,Silver,KARLSSON Mattias,SWE,Sweden,Table Tennis,1996
Men,Singles 6,Bronze,KERSTEN Harold,NED,Netherlands,Table Tennis,1996
Men,Singles 7,Gold,LEIBOVITZ Tahl,USA,USA,Table Tennis,1996
Men,Singles 7,Silver,WOLLMERT Jochen,GER,Germany,Table Tennis,1996
Men,Singles 7,Bronze,KURFESS Thomas,GER,Germany,Table Tennis,1996
Men,Singles 8,Gold,ANDREE Magnus,SWE,Sweden,Table Tennis,1996
Men,Singles 8,Silver,SEIDENFELD Mitchell,USA,USA,Table Tennis,1996
Men,Singles 9,Silver,CHATEIGNER Olivier,FRA,France,Table Tennis,1996
Men,Singles 9,Bronze,PICHON Alain,FRA,France,Table Tennis,1996
Men,Singles 10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1996
Men,Singles 10,Silver,BADER Robert,SWE,Sweden,Table Tennis,1996
Men,Singles 10,Bronze,AGUDO Enrique,ESP,Spain,Table Tennis,1996
Men,Open 1-5,Gold,KREIDEL Thomas,GER,Germany,Table Tennis,1996
Men,Open 1-5,Bronze,BENEDETTI Bruno,FRA,France,Table Tennis,1996
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1996
Women,Singles 1-2,Gold,LAFAYE Isabelle,FRA,France,Table Tennis,1996
Women,Singles 1-2,Silver,GIBELIN Anne-Marie,FRA,France,Table Tennis,1996
Women,Singles 1-2,Bronze,RODE Baerbel,GER,Germany,Table Tennis,1996
Women,Singles 3,Silver,BARTHEIDEL Monika,GER,Germany,Table Tennis,1996
Women,Singles 4,Gold,JOHNSON Jennifer,USA,USA,Table Tennis,1996
Women,Singles 4,Silver,PAPE Christiane,GER,Germany,Table Tennis,1996
Women,Singles 4,Bronze,LAEMERS Gertrudis,NED,Netherlands,Table Tennis,1996
Women,Singles 5,Bronze,POHLE Gisela,GER,Germany,Table Tennis,1996
Women,Singles 6-8,Silver,THIERRY Martine,FRA,France,Table Tennis,1996
Women,Singles 6-8,Bronze,ZHANG Xiaoling,CHN,China,Table Tennis,1996
Women,Singles 9,Gold,LUO Fuqun,CHN,China,Table Tennis,1996
Women,Singles 9,Silver,ODEIDE-SIMIAN Marie-Claire,FRA,France,Table Tennis,1996
Women,Singles 10,Gold,SEVIN Michelle,FRA,France,Table Tennis,1996
Women,Singles 10,Bronze,JAGODZINSKA Krystyna,POL,Poland,Table Tennis,1996
Women,Open 1-5,Gold,PAPE Christiane,GER,Germany,Table Tennis,1996
Women,Open 6-10,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,1996
Women,Open 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,France,Table Tennis,1996
Women,Open 6-10,Bronze,LUO Fuqun,CHN,China,Table Tennis,1996
Men,Teams 3,Bronze,DORR Werner,GER,Germany,Table Tennis,1996
Men,Teams 3,Bronze,GUERTLER Jan,GER,Germany,Table Tennis,1996
Men,Teams 3,Bronze,Great Britain,GER,Germany,Table Tennis,1996
Men,Teams 4-5,Gold,BOLLDEN Ernst,SWE,Sweden,Table Tennis,1996
Men,Teams 4-5,Gold,GUSTAVSSON Jan-Krister,SWE,Sweden,Table Tennis,1996
Men,Teams 4-5,Gold,HOEGSTEDT Patrik,SWE,Sweden,Table Tennis,1996
Men,Teams 4-5,Gold,JOHANSSON Joergen,SWE,Sweden,Table Tennis,1996
Men,Teams 4-5,Silver,BENEDETTI Bruno,FRA,France,Table Tennis,1996
Men,Teams 4-5,Silver,DURAND Christophe,FRA,France,Table Tennis,1996
Men,Teams 4-5,Silver,PINNA Christophe,FRA,France,Table Tennis,1996
Men,Teams 4-5,Silver,TISSERANT Guy,FRA,France,Table Tennis,1996
Men,Teams 6-8,Gold,KURFESS Thomas,GER,Germany,Table Tennis,1996
Men,Teams 6-8,Gold,MAISSENBACHER Werner,GER,Germany,Table Tennis,1996
Men,Teams 6-8,Gold,SCHMITT Thomas,GER,Germany,Table Tennis,1996
Men,Teams 6-8,Gold,WOLLMERT Jochen,GER,Germany,Table Tennis,1996
Men,Teams 6-8,Silver,ANDREE Magnus,SWE,Sweden,Table Tennis,1996
Men,Teams 6-8,Silver,LARSSON Thomas,SWE,Sweden,Table Tennis,1996
Men,Teams 6-8,Silver,VESTLING Mikael,SWE,Sweden,Table Tennis,1996
Men,Teams 6-8,Bronze,LEIBOVITZ Tahl,USA,USA,Table Tennis,1996
Men,Teams 6-8,Bronze,SEIDENFELD Mitchell,USA,USA,Table Tennis,1996
Men,Teams 9-10,Gold,CHATEIGNER Olivier,FRA,France,Table Tennis,1996
Men,Teams 9-10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1996
Men,Teams 9-10,Gold,PICHON Alain,FRA,France,Table Tennis,1996
Women,Teams 3-5,Gold,BARTHEIDEL Monika,GER,Germany,Table Tennis,1996
Women,Teams 3-5,Gold,PAPE Christiane,GER,Germany,Table Tennis,1996
Women,Teams 3-5,Gold,POHLE Gisela,GER,Germany,Table Tennis,1996
Women,Teams 3-5,Gold,SIKORA Monika,GER,Germany,Table Tennis,1996
Women,Teams 3-5,Bronze,JOHNSON Jennifer,USA,USA,Table Tennis,1996
Women,Teams 3-5,Bronze,DI LORENZO Jacqueline,USA,USA,Table Tennis,1996
Women,Teams 3-5,Bronze,TERRANOVA Terese,USA,USA,Table Tennis,1996
Women,Teams 6-10,Gold,LUO Fuqun,CHN,China,Table Tennis,1996
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,1996
Women,Teams 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,France,Table Tennis,1996
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,Table Tennis,1996
Women,Teams 6-10,Bronze,THIERRY Martine,FRA,France,Table Tennis,1996
Men,Singles 3,Gold,ROBIN Jean-Philippe,FRA,France,Table Tennis,2000
Men,Singles 3,Bronze,PEETERS Michel,FRA,France,Table Tennis,2000
Men,Singles 5,Gold,DURAND Christophe,FRA,France,Table Tennis,2000
Men,Singles 5,Bronze,ROBLES Manuel,ESP,Spain,Table Tennis,2000
Men,Singles 6,Gold,ERIKSSON Johnny,SWE,Sweden,Table Tennis,2000
Men,Singles 6,Silver,ARNOLD Daniel,GER,Germany,Table Tennis,2000
Men,Singles 6,Bronze,KARLSSON Mattias,SWE,Sweden,Table Tennis,2000
Men,Singles 7,Gold,WOLLMERT Jochen,GER,Germany,Table Tennis,2000
Men,Singles 7,Bronze,MESSI Stephane,FRA,France,Table Tennis,2000
Men,Singles 8,Gold,VALERA Alvaro,ESP,Spain,Table Tennis,2000
Men,Singles 8,Silver,PICHON Alain,FRA,France,Table Tennis,2000
Men,Singles 10,Silver,RUIZ Jose Manuel,ESP,Spain,Table Tennis,2000
Men,Singles 10,Bronze,ANDERSSON Fredrik,SWE,Sweden,Table Tennis,2000
Men,Singles 11,Gold,SKROBUT Piotr,POL,Poland,Table Tennis,2000
Men,Singles 11,Silver,WOJTAS Tomasz,POL,Poland,Table Tennis,2000
Men,Singles 11,Bronze,GARRIDO Angel,ESP,Spain,Table Tennis,2000
Women,Singles 1-2,Silver,LAFAYE MARZIOU Isabelle,FRA,France,Table Tennis,2000
Women,Singles 1-2,Bronze,MITTON Catherine,GBR,Great Britain,Table Tennis,2000
Women,Singles 3,Bronze,BARTHEIDEL Monika,GER,Germany,Table Tennis,2000
Women,Singles 4,Gold,PAPE Christiane,GER,Germany,Table Tennis,2000
Women,Singles 4,Silver,SIKORA Monika,GER,Germany,Table Tennis,2000
Women,Singles 5,Gold,CHEN Wei Hong,CHN,China,Table Tennis,2000
Women,Singles 5,Silver,REN Guixiang,CHN,China,Table Tennis,2000
Women,Singles 6-8,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,2000
Women,Singles 6-8,Silver,DARVAND Bernadette,FRA,France,Table Tennis,2000
Women,Singles 6-8,Bronze,THIERRY Martine,FRA,France,Table Tennis,2000
Women,Singles 9,Gold,KAMKASOMPHOU Thu,FRA,France,Table Tennis,2000
Women,Singles 9,Silver,LIU Meili,CHN,China,Table Tennis,2000
Women,Singles 9,Bronze,LUO Fuqun,CHN,China,Table Tennis,2000
Women,Singles 10,Silver,SEVIN Michelle,FRA,France,Table Tennis,2000
Men,Teams 1-2,Bronze,BOURY Vincent,FRA,France,Table Tennis,2000
Men,Teams 1-2,Bronze,D'IVOLEY-BOGGS Jean Patrick,FRA,France,Table Tennis,2000
Men,Teams 1-2,Bronze,FOUILLEN Erwan,FRA,France,Table Tennis,2000
Men,Teams 1-2,Bronze,SORABELLA Marc,FRA,France,Table Tennis,2000
Men,Teams 3,Gold,PEETERS Michel,FRA,France,Table Tennis,2000
Men,Teams 3,Gold,ROBIN Jean-Philippe,FRA,France,Table Tennis,2000
Men,Teams 3,Gold,VERGER Pascal,FRA,France,Table Tennis,2000
Men,Teams 3,Silver,RAWSON James,GBR,Great Britain,Table Tennis,2000
Men,Teams 3,Silver,ROBINSON Neil,GBR,Great Britain,Table Tennis,2000
Men,Teams 3,Silver,TROFAN Stefan,GBR,Great Britain,Table Tennis,2000
Men,Teams 4,Gold,BENEDETTI Bruno,FRA,France,Table Tennis,2000
Men,Teams 4,Gold,MARTIN Emeric,FRA,France,Table Tennis,2000
Men,Teams 4,Gold,PINNA Christophe,FRA,France,Table Tennis,2000
Men,Teams 5,Bronze,BOLLDEN Ernst,SWE,Sweden,Table Tennis,2000
Men,Teams 5,Bronze,GUSTAVSSON Jan-Krister,SWE,Sweden,Table Tennis,2000
Men,Teams 6-7,Gold,ARNOLD Daniel,GER,Germany,Table Tennis,2000
Men,Teams 6-7,Gold,KOPPELBERG Christian,GER,Germany,Table Tennis,2000
Men,Teams 6-7,Gold,KURFESS Thomas,GER,Germany,Table Tennis,2000
Men,Teams 6-7,Silver,ABBADIE Jean Yves,FRA,France,Table Tennis,2000
Men,Teams 6-7,Silver,MESSI Stephane,FRA,France,Table Tennis,2000
Men,Teams 6-7,Bronze,BARTEL Joshua Keith,USA,USA,Table Tennis,2000
Men,Teams 6-7,Bronze,BASS Norman,USA,USA,Table Tennis,2000
Men,Teams 8,Silver,PICHON Alain,FRA,France,Table Tennis,2000
Men,Teams 8,Silver,SCHALLER Michel,FRA,France,Table Tennis,2000
Men,Teams 8,Silver,SOYER Julien,FRA,France,Table Tennis,2000
Men,Teams 8,Bronze,HUDARIN Dirk,GER,Germany,Table Tennis,2000
Men,Teams 8,Bronze,SCHMITT Thomas,GER,Germany,Table Tennis,2000
Men,Teams 8,Bronze,WOLLMERT Jochen,GER,Germany,Table Tennis,2000
Men,Teams 10,Gold,CHATEIGNER Olivier,FRA,France,Table Tennis,2000
Men,Teams 10,Gold,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,2000
Men,Teams 10,Gold,SERIGNAT Francois,FRA,France,Table Tennis,2000
Men,Teams 10,Bronze,AGUDO Enrique,ESP,Spain,Table Tennis,2000
Men,Teams 10,Bronze,RUIZ Jose Manuel,ESP,Spain,Table Tennis,2000
Women,Teams 1-3,Gold,LAFAYE MARZIOU Isabelle,FRA,France,Table Tennis,2000
Women,Teams 1-3,Gold,MARIAGE Stephanie,FRA,France,Table Tennis,2000
Women,Teams 1-3,Silver,BARTHEIDEL Monika,GER,Germany,Table Tennis,2000
Women,Teams 1-3,Silver,SCHIPPMANN Beate,GER,Germany,Table Tennis,2000
Women,Teams 1-3,Bronze,LAEMERS Gertrudis,NED,Netherlands,Table Tennis,2000
Women,Teams 1-3,Bronze,PAARDEKAM Jolanda,NED,Netherlands,Table Tennis,2000
Women,Teams 4-5,Gold,CHEN Wei Hong,CHN,China,Table Tennis,2000
Women,Teams 4-5,Gold,REN Guixiang,CHN,China,Table Tennis,2000
Women,Teams 4-5,Silver,PAPE Christiane,GER,Germany,Table Tennis,2000
Women,Teams 4-5,Silver,SIKORA Monika,GER,Germany,Table Tennis,2000
Women,Teams 6-10,Gold,LIU Meili,CHN,China,Table Tennis,2000
Women,Teams 6-10,Gold,LU Chunmin,CHN,China,Table Tennis,2000
Women,Teams 6-10,Gold,LUO Fuqun,CHN,China,Table Tennis,2000
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,2000
Women,Teams 6-10,Bronze,KAMKASOMPHOU Thu,FRA,France,Table Tennis,2000
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,Table Tennis,2000
Women,Teams 6-10,Bronze,THIERRY Martine,FRA,France,Table Tennis,2000
Men,Singles 1,Gold,NIKELIS Holger,GER,Germany,Table Tennis,2004
Men,Singles 1,Bronze,KILGER Walter,GER,Germany,Table Tennis,2004
Men,Singles 3,Silver,ROBIN Jean Philippe,FRA,France,Table Tennis,2004
Men,Singles 4,Gold,ZHANG Yan,CHN,China,Table Tennis,2004
Men,Singles 5,Bronze,DURAND Christophe,FRA,France,Table Tennis,2004
Men,Singles 6,Gold,ARNOLD Daniel,GER,Germany,Table Tennis,2004
Men,Singles 6,Silver,SCHMIDT Rainer,GER,Germany,Table Tennis,2004
Men,Singles 7,Gold,MESSI Stephane,FRA,France,Table Tennis,2004
Men,Singles 7,Silver,WOLLMERT Jochen,GER,Germany,Table Tennis,2004
Men,Singles 7,Bronze,MORALES Jordi,ESP,Spain,Table Tennis,2004
Men,Singles 9,Silver,LU Xiaolei,CHN,China,Table Tennis,2004
Men,Singles 9,Bronze,LEIBOVITZ Tahl,USA,USA,Table Tennis,2004
Men,Singles 10,Silver,ANDERSSON Fredrik,SWE,Sweden,Table Tennis,2004
Men,Singles 10,Bronze,GE Yang,CHN,China,Table Tennis,2004
Women,Singles 1-2,Gold,LAFAYE MARZIOU Isabelle,FRA,France,Table Tennis,2004
Women,Singles 1-2,Silver,CLOT Genevieve,FRA,France,Table Tennis,2004
Women,Singles 1-2,Bronze,MITTON Catherine,GBR,Great Britain,Table Tennis,2004
Women,Singles 3,Silver,MARIAGE Stephanie,FRA,France,Table Tennis,2004
Women,Singles 4,Gold,SIKORA WEINMANN Monika,GER,Germany,Table Tennis,2004
Women,Singles 4,Bronze,PAPE Christiane,GER,Germany,Table Tennis,2004
Women,Singles 5,Gold,REN Guixiang,CHN,China,Table Tennis,2004
Women,Singles 5,Silver,CHEN Wei Hong,CHN,China,Table Tennis,2004
Women,Singles 6-8,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,2004
Women,Singles 6-8,Silver,BENGTSSON KOVACS Marleen,SWE,Sweden,Table Tennis,2004
Women,Singles 9,Gold,LIU Meili,CHN,China,Table Tennis,2004
Women,Singles 9,Silver,LEI Lina,CHN,China,Table Tennis,2004
Women,Singles 9,Bronze,KAMKASOMPHOU Thu,FRA,France,Table Tennis,2004
Women,Singles 10,Gold,PARTYKA Natalia,POL,Poland,Table Tennis,2004
Women,Singles 10,Bronze,LI Yu Qiang,CHN,China,Table Tennis,2004
Men,Teams 1-2,Bronze,GRUENKEMEYER Thorsten,GER,Germany,Table Tennis,2004
Men,Teams 1-2,Bronze,KILGER Walter,GER,Germany,Table Tennis,2004
Men,Teams 1-2,Bronze,NIKELIS Holger,GER,Germany,Table Tennis,2004
Men,Teams 1-2,Bronze,VILSMAIER Otto,GER,Germany,Table Tennis,2004
Men,Teams 3,Silver,RAWSON James,GBR,Great Britain,Table Tennis,2004
Men,Teams 3,Silver,ROBINSON Neil,GBR,Great Britain,Table Tennis,2004
Men,Teams 3,Silver,TROFAN Stefan,GBR,Great Britain,Table Tennis,2004
Men,Teams 3,Bronze,ROBIN Jean Philippe,FRA,France,Table Tennis,2004
Men,Teams 3,Bronze,VERGER Pascal,FRA,France,Table Tennis,2004
Men,Teams 4,Silver,BENEDETTI Bruno,FRA,France,Table Tennis,2004
Men,Teams 4,Silver,MARTIN Emeric,FRA,France,Table Tennis,2004
Men,Teams 4,Silver,PECHARD Sebastien,FRA,France,Table Tennis,2004
Men,Teams 4,Bronze,ZHANG Jie,CHN,China,Table Tennis,2004
Men,Teams 4,Bronze,ZHANG Yan,CHN,China,Table Tennis,2004
Men,Teams 5,Bronze,DURAND Christophe,FRA,France,Table Tennis,2004
Men,Teams 5,Bronze,ROSEC Gregory,FRA,France,Table Tennis,2004
Men,Teams 6-7,Gold,ARNOLD Daniel,GER,Germany,Table Tennis,2004
Men,Teams 6-7,Gold,MEYER Dieter,GER,Germany,Table Tennis,2004
Men,Teams 6-7,Gold,SCHMIDT Rainer,GER,Germany,Table Tennis,2004
Men,Teams 6-7,Gold,WOLLMERT Jochen,GER,Germany,Table Tennis,2004
Men,Teams 6-7,Silver,JURASZ Adam,POL,Poland,Table Tennis,2004
Men,Teams 6-7,Silver,KOWALSKI Miroslaw,POL,Poland,Table Tennis,2004
Men,Teams 6-7,Bronze,ITKONEN Simon,SWE,Sweden,Table Tennis,2004
Men,Teams 6-7,Bronze,LOENNBERG Linus,SWE,Sweden,Table Tennis,2004
Men,Teams 8,Silver,PICHON Alain,FRA,France,Table Tennis,2004
Men,Teams 8,Silver,SCHALLER Michel,FRA,France,Table Tennis,2004
Men,Teams 8,Silver,SOYER Julien,FRA,France,Table Tennis,2004
Men,Teams 9,Gold,HEIJNEN Tonnie,NED,Netherlands,Table Tennis,2004
Men,Teams 9,Gold,LAST Gerben,NED,Netherlands,Table Tennis,2004
Men,Teams 10,Gold,GE Yang,CHN,China,Table Tennis,2004
Men,Teams 10,Gold,LU Xiaolei,CHN,China,Table Tennis,2004
Men,Teams 10,Silver,CHATEIGNER Olivier,FRA,France,Table Tennis,2004
Men,Teams 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,2004
Men,Teams 10,Silver,SERIGNAT Francois,FRA,France,Table Tennis,2004
Men,Teams 10,Bronze,ANDERSSON Fredrik,SWE,Sweden,Table Tennis,2004
Men,Teams 10,Bronze,ANDREE Magnus,SWE,Sweden,Table Tennis,2004
Women,Teams 1-3,Gold,CLOT Genevieve,FRA,France,Table Tennis,2004
Women,Teams 1-3,Gold,LAFAYE MARZIOU Isabelle,FRA,France,Table Tennis,2004
Women,Teams 1-3,Gold,MARIAGE Stephanie,FRA,France,Table Tennis,2004
Women,Teams 4-5,Gold,CHEN Wei Hong,CHN,China,Table Tennis,2004
Women,Teams 4-5,Gold,GU Gai,CHN,China,Table Tennis,2004
Women,Teams 4-5,Gold,REN Guixiang,CHN,China,Table Tennis,2004
Women,Teams 6-10,Gold,LEI Lina,CHN,China,Table Tennis,2004
Women,Teams 6-10,Gold,LI Yu Qiang,CHN,China,Table Tennis,2004
Women,Teams 6-10,Gold,LIU Meili,CHN,China,Table Tennis,2004
Women,Teams 6-10,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,2004
Women,Teams 6-10,Silver,GRZELAK Malgorzata,POL,Poland,Table Tennis,2004
Women,Teams 6-10,Silver,JAGODZINSKA Krystyna,POL,Poland,Table Tennis,2004
Women,Teams 6-10,Silver,PARTYKA Natalia,POL,Poland,Table Tennis,2004
Women,Teams 6-10,Silver,TUROWSKA Miroslawa,POL,Poland,Table Tennis,2004
Women,Teams 6-10,Bronze,KAMKASOMPHOU Thu,FRA,France,Table Tennis,2004
Women,Teams 6-10,Bronze,LE MORVAN Audrey,FRA,France,Table Tennis,2004
Women,Teams 6-10,Bronze,MAIRIE Claire,FRA,France,Table Tennis,2004
Women,Teams 6-10,Bronze,SEVIN Michelle,FRA,France,Table Tennis,2004
Men,Singles 2,Gold,BOURY Vincent,FRA,France,Table Tennis,2008
Men,Singles 2,Silver,MOLLIENS Stephane,FRA,France,Table Tennis,2008
Men,Singles 3,Gold,FENG Panfeng,CHN,China,Table Tennis,2008
Men,Singles 3,Silver,ROBIN Jean-Philippe,FRA,France,Table Tennis,2008
Men,Singles 3,Bronze,PINAS Tomas,ESP,Spain,Table Tennis,2008
Men,Singles 4-5,Gold,DURAND Christophe,FRA,France,Table Tennis,2008
Men,Singles 6,Silver,ARNOLD Daniel,GER,Germany,Table Tennis,2008
Men,Singles 6,Bronze,BLOK Nico,NED,Netherlands,Table Tennis,2008
Men,Singles 7,Gold,WOLLMERT Jochen,GER,Germany,Table Tennis,2008
Men,Singles 7,Silver,YE Chaoqun,CHN,China,Table Tennis,2008
Men,Singles 7,Bronze,VALERA Alvaro,ESP,Spain,Table Tennis,2008
Men,Singles 8,Gold,CHEN Gang,CHN,China,Table Tennis,2008
Men,Singles 8,Silver,GRUDZIEN Piotr,POL,Poland,Table Tennis,2008
Men,Singles 9-10,Gold,GE Yang,CHN,China,Table Tennis,2008
Men,Singles 9-10,Silver,MA Lin,CHN,China,Table Tennis,2008
Men,Singles 9-10,Bronze,ANDERSSON Fredrik,SWE,Sweden,Table Tennis,2008
Women,Singles 1-2,Gold,LIU Jing,CHN,China,Table Tennis,2008
Women,Singles 3,Gold,LI Qian,CHN,China,Table Tennis,2008
Women,Singles 4,Gold,ZHOU Ying,CHN,China,Table Tennis,2008
Women,Singles 5,Gold,REN Guixiang,CHN,China,Table Tennis,2008
Women,Singles 5,Silver,GU Gai,CHN,China,Table Tennis,2008
Women,Singles 5,Bronze,ZIMMERER Andrea,GER,Germany,Table Tennis,2008
Women,Singles 6-7,Bronze,VAN ZON Kelly,NED,Netherlands,Table Tennis,2008
Women,Singles 8,Gold,KAMKASOMPHOU Thu,FRA,France,Table Tennis,2008
Women,Singles 8,Silver,ABRAHAMSSON Josefin,SWE,Sweden,Table Tennis,2008
Women,Singles 8,Bronze,ZHANG Xiaoling,CHN,China,Table Tennis,2008
Women,Singles 9,Gold,LEI Lina,CHN,China,Table Tennis,2008
Women,Singles 9,Silver,LIU Meili,CHN,China,Table Tennis,2008
Women,Singles 10,Gold,PARTYKA Natalia,POL,Poland,Table Tennis,2008
Women,Singles 10,Silver,FAN Lei,CHN,China,Table Tennis,2008
Women,Singles 10,Bronze,HOU Chunxiao,CHN,China,Table Tennis,2008
Men,Teams 1-2,Silver,BOURY Vincent,FRA,France,Table Tennis,2008
Men,Teams 1-2,Silver,DUCAY Jean-Francois,FRA,France,Table Tennis,2008
Men,Teams 1-2,Silver,MENNELLA Damien,FRA,France,Table Tennis,2008
Men,Teams 1-2,Silver,MOLLIENS Stephane,FRA,France,Table Tennis,2008
Men,Teams 3,Gold,GUILHEM Yann,FRA,France,Table Tennis,2008
Men,Teams 3,Gold,MERRIEN Florian,FRA,France,Table Tennis,2008
Men,Teams 3,Gold,ROBIN Jean-Philippe,FRA,France,Table Tennis,2008
Men,Teams 3,Bronze,FENG Panfeng,CHN,China,Table Tennis,2008
Men,Teams 3,Bronze,GAO Yanming,CHN,China,Table Tennis,2008
Men,Teams 3,Bronze,ZHAO Ping,CHN,China,Table Tennis,2008
Men,Teams 4-5,Silver,BAI Gang,CHN,China,Table Tennis,2008
Men,Teams 4-5,Silver,GUO Xingyuan,CHN,China,Table Tennis,2008
Men,Teams 4-5,Silver,ZHANG Yan,CHN,China,Table Tennis,2008
Men,Teams 4-5,Bronze,DURAND Christophe,FRA,France,Table Tennis,2008
Men,Teams 4-5,Bronze,MARTIN Emeric,FRA,France,Table Tennis,2008
Men,Teams 4-5,Bronze,THOMAS Maxime,FRA,France,Table Tennis,2008
